,index,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received,viable_candidate
327,94000,1654785,48,3,1965,1,female,300.0,699,599,1866,1425,448,964,1418,461,1
328,27353,1378198,38,15,1975,4,female,584.0,34,18,21,58,21,58,0,0,1
329,22536,2190850,27,26,1986,8,male,209.0,28,22,0,0,0,0,0,0,0
330,288,1957627,19,6,1994,7,female,157.0,0,0,0,0,0,0,0,0,1
331,69197,2069375,65,21,1948,9,female,1420.0,167,83,1284,160,0,37,1284,123,0
332,54600,1649682,17,1,1996,1,male,191.0,98,63,3,3,3,3,0,0,0
333,52746,1763944,44,23,1969,9,male,292.0,92,59,20,28,20,3,0,25,1
334,98584,1349381,85,21,1928,5,male,1082.0,1954,1185,610,663,580,580,30,83,1
335,36234,1587493,37,27,1976,11,female,296.0,51,12,62,69,62,61,0,8,1
336,38011,1293610,73,11,1940,1,female,675.0,54,41,27,2,27,2,0,0,1
337,88320,1891710,18,13,1995,1,female,418.0,435,219,6,13,6,12,0,1,1
338,11135,1181335,38,28,1975,8,female,264.0,11,9,1,2,0,0,1,2,0
339,70573,1003315,24,15,1989,7,male,245.0,177,103,14,45,12,26,2,19,1
340,7907,1382196,62,5,1951,6,female,601.0,7,2,0,0,0,0,0,0,1
341,96304,1769750,22,10,1991,7,male,851.0,1030,813,46,40,46,39,0,1,1
342,60950,2144893,32,1,1981,1,male,302.0,122,109,113,18,113,8,0,10,0
343,78208,1372811,24,13,1989,1,male,636.0,245,125,0,3,0,3,0,0,0
344,77032,1162221,61,19,1952,1,female,283.0,230,31,463,520,461,171,2,349,0
345,62359,1569907,42,15,1971,8,male,280.0,130,108,1,0,0,0,1,0,1
346,84730,1004880,32,28,1981,9,female,228.0,323,268,98,148,72,56,26,92,0
347,90507,1547651,14,1,1999,12,male,225.0,488,310,57,46,16,30,41,16,0
348,55681,2098349,21,15,1992,9,female,458.0,102,29,8,0,4,0,4,0,0
349,86167,1496889,23,1,1990,1,male,794.0,363,273,0,13,0,8,0,5,1
350,80402,1537486,18,14,1995,12,female,428.0,262,89,9,0,9,0,0,0,0
351,30277,1399782,42,24,1971,4,male,925.0,41,11,0,0,0,0,0,0,0
352,62407,1497689,26,21,1987,1,male,1094.0,133,47,1,5,1,5,0,0,0
353,52687,2095150,25,1,1988,1,male,115.0,93,68,11,0,7,0,4,0,1
354,49317,1915939,19,9,1994,5,male,105.0,82,74,0,2,0,1,0,1,0
355,67582,2030903,30,18,1983,8,male,462.0,160,58,10,29,3,20,7,9,1
356,6243,1153521,49,30,1964,8,male,96.0,4,4,1,0,1,0,0,0,0
357,5588,1079402,43,8,1970,8,male,37.0,3,3,5,0,2,0,3,0,1
358,44486,1730442,26,12,1987,4,male,356.0,70,47,2,18,2,13,0,5,1
359,74739,1181643,32,22,1981,4,male,171.0,207,190,65,47,65,41,0,6,1
360,73367,1893576,23,26,1990,5,male,411.0,203,144,4,0,4,0,0,0,0
361,19614,2075323,67,28,1946,6,male,751.0,22,4,82,51,0,11,82,40,1
362,37413,2109921,55,9,1958,10,female,409.0,53,24,1546,220,1546,151,0,69,1
363,68747,1583210,41,23,1972,9,male,544.0,163,134,34,81,34,64,0,17,0
364,53869,1079203,25,29,1988,3,male,699.0,97,42,28,28,7,14,21,14,0
365,76340,1998715,15,5,1998,5,female,286.0,228,30,2,15,2,8,0,7,1
366,27542,2006422,64,28,1949,6,female,89.0,34,12,85,49,29,31,56,18,1
367,49236,1374312,63,1,1950,12,female,310.0,79,31,557,199,0,35,557,164,0
368,12947,1267352,68,7,1945,6,female,1005.0,14,5,3,5,0,3,3,2,1
369,64126,1797477,27,14,1986,4,male,279.0,139,115,378,117,378,50,0,67,1
370,27320,1995158,70,9,1943,12,female,1590.0,35,23,18,13,0,8,18,5,1
371,82532,2045090,51,22,1962,8,female,1961.0,293,101,28,17,27,11,1,6,1
372,81460,1287106,23,28,1990,10,male,257.0,284,123,19,45,16,26,3,19,0
373,59523,1696190,22,16,1991,9,male,304.0,116,72,4,11,0,4,4,7,0
374,56027,2086236,28,6,1985,11,male,291.0,101,74,76,43,54,25,22,18,0
375,96460,1042427,103,14,1910,5,male,986.0,1191,760,172,62,172,56,0,6,1
376,8631,1003472,52,17,1961,7,male,124.0,6,2,85,40,66,22,19,18,0
377,64489,1743328,25,11,1988,12,male,211.0,144,133,3,3,3,3,0,0,1
378,62243,1239180,19,9,1994,5,male,822.0,130,70,0,8,0,8,0,0,1
379,89296,1903280,22,19,1991,11,male,973.0,456,305,5,0,0,0,5,0,0
380,12186,1711656,15,8,1998,1,male,118.0,13,13,0,2,0,1,0,1,0
381,28185,1609214,36,21,1977,6,female,213.0,36,30,64,19,57,8,7,11,1
382,65429,1138378,59,2,1954,10,male,989.0,147,36,2,15,2,15,0,0,0
383,94730,1311748,103,23,1910,7,female,936.0,764,333,340,590,340,372,0,218,1
384,12382,1800210,26,18,1987,8,male,147.0,13,11,0,0,0,0,0,0,0
385,83658,2181574,17,28,1996,6,female,276.0,307,239,68,320,68,281,0,39,1
386,20035,1810395,33,12,1980,10,male,315.0,24,20,1,4,1,4,0,0,1
387,19864,1588567,31,12,1982,5,male,67.0,24,13,0,0,0,0,0,0,1
388,84798,1999146,26,14,1987,7,female,339.0,330,197,167,79,167,66,0,13,1
389,17700,1851859,18,9,1995,2,male,32.0,21,6,0,0,0,0,0,0,0
390,23893,2047902,61,4,1952,6,female,681.0,30,26,7,3,6,1,1,2,0
391,27044,1812605,61,15,1952,8,male,1232.0,35,13,3,15,3,9,0,6,0
392,71996,1141479,58,2,1955,9,female,1352.0,183,57,255,199,240,144,15,55,0
393,92400,2057235,18,15,1995,6,female,595.0,626,480,37,34,37,29,0,5,1
394,86805,1897976,27,3,1986,2,female,214.0,366,272,189,250,189,208,0,42,1
395,5895,2188824,24,1,1989,1,male,469.0,4,3,0,0,0,0,0,0,1
396,34042,1068310,47,18,1966,11,female,642.0,47,32,12,29,12,13,0,16,1
397,79656,1334909,29,27,1984,8,female,322.0,255,30,48,114,34,82,14,32,1
398,61213,2003734,22,11,1991,6,male,296.0,126,104,0,2,0,2,0,0,0
399,38727,1219254,36,23,1977,1,male,307.0,56,22,7,22,4,7,3,15,1
400,62792,1457506,20,18,1993,12,female,646.0,130,52,36,37,36,31,0,6,1
401,48316,1533986,24,15,1989,6,male,510.0,79,33,0,4,0,2,0,2,1
402,85628,1676176,35,3,1978,4,female,147.0,338,298,60,80,56,57,4,23,0
403,7315,1701600,16,19,1997,11,male,132.0,7,6,0,0,0,0,0,0,1
404,61178,1483975,18,25,1995,4,male,819.0,128,67,0,0,0,0,0,0,0
405,80797,1844543,17,9,1996,10,male,379.0,266,141,103,118,103,87,0,31,1
406,71286,1616622,25,2,1988,2,male,187.0,189,121,1,0,1,0,0,0,1
407,83081,1793353,43,10,1970,4,female,571.0,289,197,1157,626,1152,420,5,206,0
408,91977,1971740,20,22,1993,4,female,862.0,522,303,1276,1463,1233,822,43,641,0
409,34791,1093534,25,1,1988,1,male,199.0,49,40,2,0,2,0,0,0,1
410,24902,2082509,44,9,1969,3,female,384.0,31,16,11,35,11,17,0,18,1
411,14872,1023463,59,4,1954,8,male,635.0,17,1,2,17,1,7,1,10,0
412,13198,1778350,58,21,1955,5,male,88.0,14,5,11,0,11,0,0,0,0
413,93785,2121194,29,29,1984,2,female,776.0,660,409,405,365,405,179,0,186,1
414,14007,1263951,21,10,1992,3,male,43.0,15,13,5,0,5,0,0,0,1
415,65486,1747312,18,23,1995,10,male,262.0,145,102,4,45,4,35,0,10,0
416,31702,1636444,55,5,1958,9,female,1625.0,43,25,3,9,0,2,3,7,0
417,48451,1931761,32,21,1981,12,male,347.0,80,62,1,0,1,0,0,0,1
418,90595,1347830,18,20,1995,7,female,261.0,503,325,93,199,93,153,0,46,0
419,64593,2003047,39,27,1974,8,male,575.0,141,53,9,38,9,25,0,13,0
420,78225,1378086,28,29,1985,7,male,534.0,247,172,0,0,0,0,0,0,0
421,74186,2085236,27,10,1986,12,male,932.0,210,179,0,1,0,1,0,0,1
422,9663,1263108,27,27,1986,4,male,211.0,10,4,0,0,0,0,0,0,1
423,2237,1277791,22,7,1991,1,male,317.0,1,1,0,0,0,0,0,0,1
424,57799,1606825,46,24,1967,10,female,431.0,110,51,39,28,0,14,39,14,1
425,68895,1817961,15,3,1998,2,female,672.0,164,68,80,108,76,94,4,14,0
426,38616,1167869,42,1,1971,1,male,539.0,57,46,3,0,0,0,3,0,1
427,60841,1175323,61,11,1952,9,male,819.0,124,84,50,23,32,11,18,12,1
428,63829,2011179,13,6,2000,2,male,78.0,135,112,42,32,29,17,13,15,0
429,3839,1043448,18,14,1995,1,female,143.0,2,0,0,0,0,0,0,0,1
430,57244,1064412,29,10,1984,4,male,482.0,108,83,0,3,0,3,0,0,0
431,52395,1198963,71,5,1942,12,male,1066.0,92,67,0,0,0,0,0,0,0
432,53916,1706048,30,3,1983,9,female,326.0,95,64,35,25,13,9,22,16,0
433,59924,2039326,33,29,1980,9,female,495.0,118,92,58,40,56,28,2,12,1
434,42554,1518809,27,1,1986,8,male,813.0,66,53,0,3,0,2,0,1,1
435,47833,1798350,29,1,1984,7,male,519.0,77,67,9,3,0,2,9,1,1
436,30753,1072840,31,2,1982,7,male,604.0,41,28,10,5,10,5,0,0,0
437,28790,1713336,56,9,1957,3,female,470.0,37,19,3,204,0,38,3,166,0
438,21619,1285385,20,12,1993,1,male,567.0,26,12,1,0,1,0,0,0,1
439,14725,1332295,23,20,1990,7,male,166.0,17,14,1,1,0,0,1,1,0
440,37977,1994357,68,17,1945,8,female,1031.0,54,37,22,2,18,2,4,0,1
441,61503,2095470,20,25,1993,11,female,240.0,126,37,5,7,5,5,0,2,0
442,42997,2042440,57,31,1956,12,female,926.0,65,26,19,13,3,5,16,8,0
443,12637,1576643,65,1,1948,5,male,402.0,14,8,0,0,0,0,0,0,0
444,94852,1167374,18,16,1995,8,male,426.0,831,587,698,1908,698,1499,0,409,1
445,39755,1639383,24,15,1989,10,male,305.0,59,49,16,0,16,0,0,0,1
446,5377,2021256,67,15,1946,8,female,285.0,3,1,0,0,0,0,0,0,1
447,62379,1124134,24,1,1989,10,male,410.0,133,113,1,0,1,0,0,0,0
448,60012,1717082,24,16,1989,11,male,268.0,118,92,100,0,93,0,7,0,1
449,16396,2191015,23,2,1990,5,male,469.0,20,3,0,0,0,0,0,0,0
450,49972,1507246,19,24,1994,12,female,427.0,84,57,41,13,31,4,10,9,1
451,62549,1946927,38,27,1975,5,female,317.0,131,116,6,65,5,40,1,25,0
452,55667,1641335,16,5,1997,7,female,284.0,102,88,7,10,7,3,0,7,0
453,34506,1648920,18,4,1995,10,female,557.0,49,33,0,0,0,0,0,0,1
454,67791,1164703,19,1,1994,12,male,380.0,158,116,49,18,48,14,1,4,0
455,26126,1779161,36,18,1977,11,male,518.0,33,19,27,7,0,5,27,2,0
456,95359,1778597,19,26,1994,7,female,1056.0,851,724,61,231,61,207,0,24,1
457,54917,1069935,13,12,2000,1,male,11.0,99,61,37,110,10,28,27,82,1
458,89049,2033738,38,1,1975,8,female,2373.0,432,312,1217,889,473,352,744,537,1
459,92775,1262454,18,5,1995,8,female,635.0,637,333,346,298,346,189,0,109,1
460,57975,1131947,30,16,1983,10,male,604.0,111,64,105,9,105,5,0,4,0
461,18158,2078301,30,13,1983,5,male,60.0,21,17,13,2,13,1,0,1,0
462,59649,1758312,74,22,1939,6,female,1606.0,120,29,9,43,8,11,1,32,0
463,86062,1219965,19,27,1994,9,female,28.0,347,321,1211,816,667,404,544,412,0
464,96106,1705254,19,1,1994,1,male,750.0,1036,417,3,4,1,4,2,0,0
465,81413,1271665,17,30,1996,12,female,167.0,283,237,12,26,4,18,8,8,1
466,25860,1209209,14,10,1999,7,male,474.0,32,21,7,3,7,1,0,2,0
467,96893,1329711,15,2,1998,6,female,556.0,1179,1001,1760,1215,962,429,798,786,0
468,41044,2115880,15,17,1998,6,male,123.0,62,31,0,5,0,1,0,4,0
469,4600,1160115,57,15,1956,9,male,655.0,2,2,2,1,0,1,2,0,1
470,77299,1201238,21,23,1992,3,female,127.0,232,24,1,2,1,0,0,2,1
471,40196,1789300,28,2,1985,12,male,376.0,60,50,0,0,0,0,0,0,1
472,59161,1531024,48,24,1965,11,female,298.0,115,76,1172,579,390,219,782,360,1
473,86427,1305929,19,30,1994,5,male,548.0,374,313,16,34,0,10,16,24,1
474,97899,1360176,68,22,1945,12,female,480.0,1342,977,2002,2702,2000,2043,2,659,1
475,91140,1565024,15,6,1998,6,male,644.0,537,417,1,0,1,0,0,0,0
476,41937,1057593,20,11,1993,3,female,120.0,62,52,24,38,24,33,0,5,0
477,55094,1818425,31,16,1982,11,male,339.0,98,87,150,30,150,7,0,23,1
478,95740,1212608,16,26,1997,4,female,465.0,970,750,528,1119,528,391,0,728,0
479,49494,1514759,22,9,1991,4,male,480.0,82,75,1,0,1,0,0,0,0
480,70357,2024901,19,8,1994,8,male,677.0,179,149,2,2,2,0,0,2,1
481,63223,1340955,43,29,1970,5,female,113.0,130,95,1788,168,1788,96,0,72,0
482,84063,1788668,19,12,1994,11,female,249.0,311,143,964,1260,954,994,10,266,0
483,78183,1416411,20,1,1993,6,male,800.0,245,171,0,0,0,0,0,0,1
484,64549,1907451,22,20,1991,6,male,495.0,142,100,6,36,6,34,0,2,1
485,27240,2047279,30,21,1983,7,male,612.0,34,31,11,1,2,0,9,1,0
486,98661,1812241,103,10,1910,2,female,1981.0,2505,1125,818,857,818,775,0,82,0
487,55706,1629569,18,24,1995,9,male,217.0,104,34,9,5,9,2,0,3,0
488,24735,1401837,54,4,1959,3,male,306.0,31,28,1,28,1,19,0,9,0
489,6898,2104021,74,16,1939,4,male,87.0,5,4,0,1,0,1,0,0,0
490,27868,1965497,103,15,1910,2,male,1476.0,36,11,1,1,1,1,0,0,1
491,85960,1857221,21,11,1992,10,female,210.0,345,224,482,536,134,323,348,213,1
492,2412,1786605,25,1,1988,1,male,9.0,1,0,0,0,0,0,0,0,0
493,71709,1200260,14,27,1999,9,female,171.0,189,64,41,69,41,65,0,4,1
494,17269,1375246,21,10,1992,6,male,406.0,20,15,12,3,12,0,0,3,0
495,60925,1941751,55,1,1958,5,female,278.0,123,113,91,66,74,34,17,32,0
496,86590,1888226,23,28,1990,2,female,744.0,366,265,56,52,26,14,30,38,1
497,23932,1837358,56,4,1957,6,male,950.0,29,6,9,0,0,0,9,0,1
498,14083,1846890,40,12,1973,3,male,879.0,15,13,13,2,13,2,0,0,1
499,41707,1014503,22,10,1991,1,female,622.0,63,43,8,3,4,2,4,1,0
500,9471,1338523,18,18,1995,5,male,220.0,10,5,0,0,0,0,0,0,0
501,48470,1009728,19,20,1994,6,male,367.0,81,53,1,4,1,4,0,0,1
502,38577,1663038,55,19,1958,11,male,342.0,56,46,2,7,0,5,2,2,1
503,2817,1753806,39,27,1974,11,male,409.0,1,0,0,0,0,0,0,0,0
504,90529,1317613,30,13,1983,7,male,625.0,477,357,64,50,62,25,2,25,0
505,68072,1554685,35,10,1978,2,male,224.0,160,139,332,215,332,195,0,20,0
506,31998,1739520,51,27,1962,1,male,463.0,42,24,18,10,11,8,7,2,0
507,26631,1571806,32,5,1981,8,male,882.0,34,24,0,3,0,1,0,2,0
508,4900,2023474,15,16,1998,12,male,60.0,3,1,0,0,0,0,0,0,0
509,20198,1364938,25,12,1988,1,female,423.0,24,14,6,18,6,18,0,0,0
510,89234,1070484,18,2,1995,4,female,874.0,442,67,2,7,1,4,1,3,1
511,27864,1981801,32,7,1981,6,male,505.0,36,21,1,1,1,1,0,0,0
512,80672,1954913,108,12,1905,8,male,1403.0,264,74,49,14,49,10,0,4,0
513,75312,2180622,22,29,1991,7,female,680.0,216,128,2,4,2,4,0,0,1
514,13566,1076343,23,3,1990,2,male,1100.0,14,8,3743,123,2673,48,1070,75,1
515,32009,1488888,55,9,1958,9,male,573.0,43,19,18,31,18,13,0,18,1
516,31734,1235054,45,14,1968,8,male,710.0,42,18,3,3,3,2,0,1,0
517,19553,1008891,55,28,1958,11,female,509.0,22,15,43,17,43,13,0,4,1
518,46563,1305309,44,29,1969,3,male,173.0,75,71,1,0,1,0,0,0,1
519,87488,1095095,23,3,1990,3,male,592.0,391,292,30,16,17,10,13,6,1
520,55822,1495548,21,4,1992,7,female,232.0,102,70,21,2,21,1,0,1,0
521,1268,1179384,38,29,1975,5,male,219.0,0,0,0,0,0,0,0,0,1
522,86473,2038588,43,19,1970,6,male,532.0,365,133,23,31,4,29,19,2,0
523,79031,1061681,20,14,1993,8,female,584.0,244,105,799,398,181,136,618,262,1
524,94426,2017714,17,22,1996,5,female,326.0,758,526,61,122,61,23,0,99,0
525,66015,1985089,66,30,1947,6,female,1500.0,150,82,156,120,155,64,1,56,1
526,90961,1991240,58,4,1955,5,female,844.0,485,191,884,600,615,341,269,259,0
527,4063,1927602,27,14,1986,9,female,409.0,2,1,0,0,0,0,0,0,1
528,66006,1910322,29,20,1984,6,male,325.0,145,133,142,234,142,233,0,1,0
529,65540,1502360,21,9,1992,10,male,154.0,146,112,7,2,7,2,0,0,0
530,53635,1775719,25,24,1988,8,male,999.0,95,68,8,9,8,4,0,5,0
531,57870,1095403,19,31,1994,8,male,249.0,111,88,56,35,48,30,8,5,0
532,55320,2068007,25,8,1988,6,male,1039.0,101,41,0,0,0,0,0,0,0
533,72115,1469582,19,9,1994,4,female,232.0,190,142,751,460,728,360,23,100,1
534,82276,1721081,20,30,1993,8,male,730.0,293,168,2,29,2,13,0,16,0
535,91168,1498980,108,22,1905,10,male,1157.0,525,142,1,3,1,3,0,0,0
536,94634,1724877,15,29,1998,8,male,344.0,771,391,208,31,208,22,0,9,1
537,70053,1169950,50,11,1963,1,female,237.0,173,108,392,279,389,200,3,79,0
538,38546,1412375,18,3,1995,10,female,447.0,56,22,1,23,1,23,0,0,0
539,14264,1188875,16,12,1997,4,female,480.0,16,14,0,0,0,0,0,0,0
540,4121,1228976,32,14,1981,12,male,879.0,2,2,0,0,0,0,0,0,0
541,69878,1915533,47,10,1966,10,female,909.0,170,88,93,36,85,22,8,14,1
542,25457,2104179,66,11,1947,2,male,285.0,32,8,0,0,0,0,0,0,1
543,9312,2149914,30,24,1983,9,female,219.0,8,4,27,4,27,2,0,2,0
544,11762,1190599,65,28,1948,12,male,703.0,12,3,0,4,0,4,0,0,1
545,41591,1061025,24,9,1989,1,female,370.0,63,40,4,0,4,0,0,0,1
546,37034,1401959,64,16,1949,5,male,734.0,53,33,15,10,13,7,2,3,1
547,70052,2018142,36,15,1977,11,female,914.0,175,125,377,98,374,63,3,35,0
548,72090,1086836,55,29,1958,1,female,1544.0,186,159,586,345,586,237,0,108,0
549,93170,1090343,20,29,1993,7,male,835.0,652,360,2,5,2,3,0,2,1
550,37587,1781641,78,20,1935,3,male,1819.0,54,16,0,0,0,0,0,0,1
551,49718,2008202,19,21,1994,4,female,13.0,84,53,7,82,7,50,0,32,1
552,61970,1559947,18,24,1995,10,male,368.0,126,65,123,156,20,76,103,80,0
553,23027,1971449,22,21,1991,8,male,6.0,28,11,52,11,52,11,0,0,1
554,24173,1389007,60,22,1953,3,female,13.0,30,24,28,54,28,38,0,16,0
555,74819,2126467,13,14,2000,1,female,530.0,206,183,118,13,4,4,114,9,1
556,68428,2071334,20,19,1993,12,male,680.0,169,49,3,0,3,0,0,0,1
557,60800,1836021,20,13,1993,10,female,36.0,124,123,37,1,37,1,0,0,0
558,33662,1516602,73,8,1940,4,male,1095.0,47,16,0,7,0,7,0,0,1
559,60006,1103622,37,7,1976,4,male,506.0,118,45,98,39,98,38,0,1,0
560,27379,1449827,49,16,1964,7,female,889.0,34,13,27,12,27,12,0,0,1
561,53005,1257588,35,25,1978,9,female,412.0,93,50,141,142,141,87,0,55,0
562,89478,1314102,103,15,1910,6,male,1510.0,465,202,34,24,30,15,4,9,0
563,22127,1864678,28,11,1985,7,female,9.0,26,25,18,7,0,0,18,7,1
564,83030,1369079,65,18,1948,10,female,627.0,299,146,634,677,634,265,0,412,0
565,56197,1244067,27,6,1986,9,female,457.0,102,71,238,116,238,54,0,62,0
566,22315,2045676,44,18,1969,4,male,71.0,26,23,67,57,67,51,0,6,1
567,37729,2156861,25,3,1988,11,male,128.0,54,24,3,26,3,18,0,8,1
568,78113,1282469,14,23,1999,1,female,273.0,237,152,899,104,899,90,0,14,1
569,19175,2172620,48,25,1965,3,male,677.0,22,15,6,2,6,2,0,0,1
570,64065,1966352,19,15,1994,9,male,5.0,136,124,215,37,215,27,0,10,1
571,11214,1165817,33,17,1980,2,male,29.0,11,10,2,1,2,1,0,0,1
572,15588,1448863,16,16,1997,3,male,181.0,18,17,0,0,0,0,0,0,1
573,44997,1409968,67,9,1946,10,female,540.0,70,22,225,51,0,31,225,20,1
574,55404,1595991,68,13,1945,5,male,1232.0,102,33,0,5,0,5,0,0,0
575,86374,1117604,20,27,1993,10,female,410.0,380,191,10,17,1,15,9,2,1
576,83736,1744728,20,20,1993,8,male,353.0,318,249,111,169,96,75,15,94,0
577,39788,1696436,52,21,1961,3,female,474.0,58,35,21,10,21,9,0,1,0
578,97488,1564821,16,19,1997,3,female,482.0,1818,289,241,402,240,267,1,135,1
579,21211,1973829,18,26,1995,9,male,597.0,26,11,0,2,0,2,0,0,1
580,81003,2102891,14,4,1999,5,female,13.0,262,126,539,238,16,128,523,110,1
581,28783,1803188,53,1,1960,12,male,882.0,38,17,3,1,0,0,3,1,0
582,3975,1078044,24,6,1989,3,male,395.0,2,2,0,0,0,0,0,0,1
583,29550,1529628,27,10,1986,8,male,544.0,39,4,0,0,0,0,0,0,1
584,25434,1468909,60,3,1953,5,male,559.0,32,22,0,0,0,0,0,0,0
585,12910,1834492,57,17,1956,2,female,70.0,14,12,2,1,2,0,0,1,0
586,51425,1827211,72,16,1941,11,female,933.0,88,55,0,0,0,0,0,0,1
587,5655,2074521,38,4,1975,5,male,160.0,3,1,14,0,14,0,0,0,0
588,20581,1092882,26,1,1987,1,male,197.0,25,20,0,0,0,0,0,0,0
589,68327,1661873,19,31,1994,12,male,375.0,167,93,1,0,0,0,1,0,1
590,2477,1871315,26,10,1987,9,female,356.0,1,0,0,0,0,0,0,0,0
591,32288,2046135,47,25,1966,12,female,509.0,43,27,149,1,0,0,149,1,0
592,75481,1358970,18,27,1995,3,male,223.0,221,119,11,23,11,21,0,2,1
593,57426,2097394,37,24,1976,4,male,558.0,110,48,2,2,2,1,0,1,0
594,28744,1676958,51,13,1962,5,male,332.0,37,28,2,0,2,0,0,0,0
595,41554,1208668,15,31,1998,1,male,357.0,63,40,3,1,3,1,0,0,1
596,20367,1768716,22,18,1991,7,female,82.0,24,19,34,12,21,11,13,1,1
597,89685,1659296,20,8,1993,1,female,638.0,458,334,127,34,127,26,0,8,0
598,63290,2142710,24,13,1989,12,female,36.0,135,134,0,0,0,0,0,0,0
599,73320,1478715,24,12,1989,8,male,256.0,201,187,2,2,2,1,0,1,0
600,65443,1657618,23,9,1990,12,female,564.0,145,78,3,0,3,0,0,0,0
601,20944,2100048,23,10,1990,1,male,289.0,25,23,13,6,13,6,0,0,0
602,22605,1227875,53,25,1960,7,male,1083.0,28,4,0,3,0,3,0,0,1
603,77591,1759326,35,18,1978,9,male,1612.0,235,167,27,10,27,4,0,6,1
604,55865,1270520,27,24,1986,1,male,340.0,103,76,26,29,26,15,0,14,1
605,30800,1270064,39,8,1974,7,female,456.0,40,16,14,4,14,0,0,4,0
606,50243,1389160,58,17,1955,2,female,1362.0,82,45,470,93,470,44,0,49,0
607,36456,1224594,14,9,1999,10,male,213.0,53,41,0,0,0,0,0,0,1
608,42061,1118242,23,3,1990,2,male,265.0,62,33,44,73,44,67,0,6,1
609,22762,1980261,35,11,1978,7,male,18.0,28,15,3,1,3,0,0,1,1
610,73519,1249380,22,19,1991,9,female,513.0,202,174,16,1,16,1,0,0,1
611,45142,1429910,21,6,1992,8,male,359.0,72,50,0,0,0,0,0,0,0
612,46096,1009154,50,31,1963,1,male,442.0,72,15,136,80,0,27,136,53,1
613,93026,1512796,13,13,2000,2,female,845.0,582,369,2178,990,2145,796,33,194,0
614,95071,1634658,23,14,1990,2,male,661.0,845,495,0,0,0,0,0,0,0
615,2437,1270007,25,8,1988,8,male,419.0,1,0,0,0,0,0,0,0,0
616,73608,1000549,30,17,1983,9,male,676.0,199,47,31,12,31,9,0,3,0
617,12029,1187958,52,11,1961,2,female,579.0,12,8,14,4,13,4,1,0,0
618,82736,1486493,21,3,1992,7,female,641.0,295,170,90,53,90,49,0,4,0
619,88260,2190853,18,20,1995,12,male,515.0,434,312,3,0,3,0,0,0,1
620,68541,1921344,34,8,1979,1,male,1506.0,169,164,8,3,8,3,0,0,1
621,79906,2163465,31,29,1982,3,male,333.0,255,184,288,103,288,60,0,43,0
622,24152,1127910,31,11,1982,3,female,279.0,30,18,26,5,25,1,1,4,1
623,89829,1453275,22,18,1991,5,female,809.0,445,383,277,206,277,159,0,47,1
624,51381,1374939,29,1,1984,1,male,298.0,88,67,0,4,0,2,0,2,1
625,60450,1840713,21,3,1992,3,male,430.0,121,100,1,68,1,49,0,19,0
626,42183,1273340,33,1,1980,4,male,362.0,62,32,75,49,74,26,1,23,0
627,51528,1664237,43,15,1970,10,male,241.0,89,73,2,8,2,8,0,0,1
628,35426,1875795,26,14,1987,9,female,649.0,48,28,464,242,463,146,1,96,0
629,54723,2184314,63,25,1950,2,female,2103.0,100,36,9,65,6,24,3,41,0
630,9038,1847698,16,27,1997,12,male,49.0,8,6,1,0,1,0,0,0,1
631,78097,1170202,22,2,1991,5,female,1071.0,239,122,783,167,235,114,548,53,0
632,95540,1438274,18,24,1995,11,male,489.0,845,600,193,414,193,322,0,92,1
633,32621,1712962,63,21,1950,9,female,33.0,44,31,0,0,0,0,0,0,0
634,10837,1101901,40,15,1973,6,female,81.0,10,2,2058,23,1903,16,155,7,0
635,53504,1503631,17,21,1996,3,male,33.0,96,83,3,43,3,39,0,4,0
636,74425,1952629,17,7,1996,11,male,422.0,208,125,7,38,7,20,0,18,1
637,91709,1697701,15,18,1998,3,male,272.0,548,396,232,190,170,38,62,152,1
638,73402,1074523,21,15,1992,10,male,546.0,200,43,6,5,6,4,0,1,1
639,74416,1175889,14,6,1999,1,female,378.0,212,149,7,4,4,2,3,2,1
640,61894,1337051,83,28,1930,5,female,1414.0,128,34,78,4,0,1,78,3,1
641,4851,1963421,23,1,1990,1,female,814.0,2,0,54,0,53,0,1,0,1
642,32260,1085856,37,4,1976,5,female,457.0,43,30,119,151,92,135,27,16,1
643,44548,1045089,42,24,1971,6,male,1409.0,70,24,4,4,4,1,0,3,1
644,64380,1766875,52,11,1961,12,female,1560.0,144,65,1,5,0,0,1,5,1
645,20366,1972288,53,11,1960,9,male,584.0,24,11,33,10,33,8,0,2,0
646,66036,1243711,68,7,1945,10,female,68.0,146,133,182,88,0,6,182,82,1
647,85692,1260570,23,10,1990,2,female,654.0,340,234,87,84,60,15,27,69,0
648,88975,1841389,51,30,1962,12,female,1600.0,419,333,586,1154,420,621,166,533,0
649,13774,1447154,63,13,1950,10,female,874.0,15,7,0,0,0,0,0,0,1
650,42196,1923976,45,20,1968,6,male,365.0,62,30,81,17,0,3,81,14,0
651,83471,1785955,29,10,1984,2,male,1466.0,318,136,18,3,18,2,0,1,0
652,72993,1653288,40,2,1973,8,female,700.0,196,140,340,436,293,364,47,72,1
653,96035,1448651,16,4,1997,7,female,674.0,1009,187,0,59,0,45,0,14,0
654,62120,1569828,32,4,1981,12,female,323.0,126,70,365,1321,289,927,76,394,1
655,61963,1423204,28,9,1985,4,male,796.0,128,91,117,92,93,62,24,30,1
