age,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
17,female,480,33,24,106,242,0,63,106,179
44,female,441,32,8,106,12,106,4,0,8
54,female,127,32,23,106,19,106,16,0,3
33,male,96,32,12,109,104,109,97,0,7
28,male,265,32,25,110,110,75,61,35,49
56,female,1377,32,22,113,68,95,64,18,4
46,female,288,32,15,112,20,112,7,0,13
47,female,434,33,27,113,23,113,10,0,13
45,female,461,32,21,111,129,111,123,0,6
26,female,554,33,14,113,201,113,173,0,28
35,male,347,32,15,117,47,0,18,117,29
27,male,454,32,17,115,13,73,11,42,2
61,female,400,32,7,116,7,82,7,34,0
52,male,735,33,21,116,187,30,115,86,72
37,male,424,33,30,117,158,117,73,0,85
48,female,48,33,28,124,198,62,113,62,85
21,male,59,32,21,123,249,94,191,29,58
25,female,226,32,29,123,18,123,17,0,1
30,female,375,32,5,124,1,124,1,0,0
34,female,367,32,22,120,20,120,16,0,4
59,female,844,33,21,123,26,123,21,0,5
56,male,16,32,30,123,149,123,77,0,72
73,male,330,32,27,128,118,6,18,122,100
66,female,660,32,13,127,93,91,57,36,36
43,male,235,33,21,125,0,111,0,14,0
56,female,385,33,30,127,0,127,0,0,0
62,male,93,32,28,127,65,127,33,0,32
68,female,1731,32,9,135,35,0,10,135,25
18,male,400,32,13,131,119,35,40,96,79
19,female,506,32,23,132,6,123,5,9,1
28,male,74,33,19,136,73,136,72,0,1
36,female,610,32,11,132,28,132,21,0,7
37,female,313,33,23,132,37,132,32,0,5
52,female,447,33,19,143,129,0,9,143,120
58,female,476,32,20,139,21,139,12,0,9
69,female,1376,33,17,142,1,142,0,0,1
28,female,254,32,13,142,65,142,26,0,39
26,female,258,33,10,137,155,137,102,0,53
38,female,71,33,24,144,114,56,106,88,8
55,male,119,32,19,149,92,149,64,0,28
25,male,185,32,12,146,230,146,105,0,125
20,male,138,33,9,156,15,6,3,150,12
26,female,339,32,31,157,7,157,2,0,5
45,female,422,33,30,152,29,152,24,0,5
59,female,219,33,17,160,12,0,10,160,2
56,female,34,32,27,162,35,0,13,162,22
60,male,719,32,17,160,121,157,84,3,37
40,female,81,33,28,168,36,0,14,168,22
72,female,1489,32,23,165,72,31,11,134,61
25,male,129,32,20,171,1,171,1,0,0
43,male,118,33,21,172,28,172,27,0,1
54,male,208,33,18,177,53,0,27,177,26
65,female,1874,32,11,173,33,18,16,155,17
61,female,740,32,17,180,1,180,1,0,0
53,female,258,33,21,176,223,176,95,0,128
19,male,80,32,21,183,56,153,35,30,21
24,male,24,33,28,188,9,188,9,0,0
40,female,724,32,14,190,31,190,13,0,18
26,female,199,33,6,183,231,183,67,0,164
45,female,299,32,12,190,144,190,121,0,23
66,female,180,33,15,200,139,0,64,200,75
50,male,185,32,27,199,26,199,8,0,18
22,female,60,32,20,206,149,157,22,49,127
25,female,94,33,29,208,8,208,8,0,0
44,female,188,33,24,211,43,211,35,0,8
55,male,160,33,16,211,88,211,61,0,27
27,female,288,33,27,212,42,0,7,212,35
66,female,854,32,16,214,343,0,40,214,303
35,female,137,32,7,221,45,221,34,0,11
29,male,115,33,25,220,232,220,157,0,75
23,female,20,33,7,232,116,230,72,2,44
31,female,511,32,16,228,53,228,32,0,21
36,female,1174,32,26,241,0,0,0,241,0
52,female,741,32,14,241,26,0,11,241,15
58,female,1282,32,20,235,3,0,2,235,1
15,male,34,33,9,242,0,168,0,74,0
26,female,329,33,12,241,25,241,17,0,8
17,male,476,33,25,234,43,234,29,0,14
68,female,56,33,18,237,122,237,74,0,48
60,male,767,32,16,247,15,225,2,22,13
23,male,118,33,13,280,41,228,9,52,32
21,male,223,32,28,289,52,286,34,3,18
34,female,45,33,28,292,216,236,180,56,36
28,female,153,32,31,289,21,289,6,0,15
27,male,86,33,30,302,141,227,50,75,91
44,female,1072,33,16,308,286,249,264,59,22
44,male,721,32,24,301,43,301,35,0,8
20,female,148,32,12,296,155,296,123,0,32
71,female,114,33,17,308,94,308,92,0,2
54,female,1070,33,19,310,132,0,73,310,59
33,female,214,32,19,326,119,326,83,0,36
68,female,1507,33,20,324,58,324,42,0,16
20,female,465,33,26,338,175,330,137,8,38
54,female,1227,32,11,351,311,100,129,251,182
49,male,96,32,16,369,102,364,29,5,73
62,female,75,33,17,360,158,360,42,0,116
64,female,539,32,22,382,6,0,3,382,3
18,male,534,32,24,427,49,424,45,3,4
37,female,602,32,19,437,416,437,391,0,25
18,male,39,33,29,461,21,443,7,18,14
18,male,222,32,21,455,42,455,16,0,26
51,female,750,33,5,516,1283,65,945,451,338
64,female,645,33,18,504,26,496,15,8,11
31,male,421,33,16,521,26,521,24,0,2
54,male,146,33,16,521,105,521,56,0,49
53,male,785,32,22,598,5,0,0,598,5
48,male,82,33,28,576,1,576,1,0,0
61,female,266,32,5,566,208,566,154,0,54
31,female,364,32,17,654,140,641,76,13,64
42,female,868,32,15,612,337,603,222,9,115
30,female,189,32,15,708,133,681,119,27,14
19,male,425,33,27,719,6,719,4,0,2
58,female,799,33,15,669,4,669,1,0,3
54,female,374,33,24,1027,105,0,17,1027,88
31,female,248,32,21,1178,5,1178,3,0,2
33,male,22,32,30,1233,56,1233,38,0,18
22,female,298,33,20,1804,1462,1066,1010,738,452
60,female,1586,33,13,1552,2963,403,1328,1149,1635
22,male,141,32,24,1806,789,1784,748,22,41
20,female,447,32,8,1747,70,1747,58,0,12
22,female,330,33,15,2047,686,1304,420,743,266
16,female,186,33,24,1926,488,1895,223,31,265
72,female,1690,33,18,1971,32,1971,23,0,9
28,female,259,32,18,1908,823,1908,618,0,205
53,male,779,33,21,1997,477,1997,348,0,129
22,female,498,33,22,2378,3060,20,885,2358,2175
13,male,292,34,22,0,0,0,0,0,0
13,female,102,34,25,0,0,0,0,0,0
15,female,6,35,30,0,3,0,2,0,1
15,male,226,34,7,0,0,0,0,0,0
14,male,226,35,29,0,0,0,0,0,0
14,female,330,35,34,0,1,0,0,0,1
14,male,172,35,7,0,0,0,0,0,0
14,male,196,35,20,0,2,0,2,0,0
14,male,134,34,23,0,0,0,0,0,0
16,male,104,34,29,0,0,0,0,0,0
15,female,481,35,23,0,0,0,0,0,0
15,male,237,34,24,0,1,0,0,0,1
15,male,117,35,23,0,3,0,2,0,1
15,male,69,34,34,0,0,0,0,0,0
17,male,234,35,30,0,0,0,0,0,0
17,male,259,35,15,0,0,0,0,0,0
16,male,474,35,15,0,1,0,1,0,0
16,male,374,34,27,0,1,0,0,0,1
16,male,266,35,29,0,0,0,0,0,0
16,female,99,35,31,0,0,0,0,0,0
16,male,122,34,27,0,0,0,0,0,0
18,male,281,35,22,0,0,0,0,0,0
17,male,512,34,28,0,0,0,0,0,0
17,male,471,34,19,0,0,0,0,0,0
17,male,31,34,22,0,1,0,1,0,0
17,male,157,35,24,0,6,0,3,0,3
17,male,43,34,17,0,1,0,1,0,0
17,female,29,34,34,0,0,0,0,0,0
18,male,106,34,30,0,0,0,0,0,0
18,male,196,34,12,0,3,0,3,0,0
18,male,51,35,25,0,0,0,0,0,0
18,female,549,35,32,0,0,0,0,0,0
18,male,696,35,19,0,0,0,0,0,0
18,male,499,34,20,0,0,0,0,0,0
18,male,117,35,25,0,0,0,0,0,0
20,male,303,35,17,0,1,0,1,0,0
19,male,235,35,28,0,0,0,0,0,0
19,female,157,34,21,0,5,0,1,0,4
19,male,403,34,23,0,7,0,7,0,0
19,male,322,34,20,0,0,0,0,0,0
19,male,101,35,28,0,0,0,0,0,0
19,male,580,34,18,0,0,0,0,0,0
19,male,418,34,13,0,5,0,0,0,5
19,male,243,34,33,0,0,0,0,0,0
19,male,819,35,29,0,0,0,0,0,0
19,male,902,34,1,0,0,0,0,0,0
19,male,244,35,7,0,0,0,0,0,0
20,male,401,35,18,0,0,0,0,0,0
20,male,104,35,33,0,0,0,0,0,0
20,male,315,34,18,0,0,0,0,0,0
20,male,297,35,19,0,12,0,7,0,5
20,male,822,35,26,0,0,0,0,0,0
22,male,175,35,25,0,0,0,0,0,0
21,male,472,34,19,0,2,0,2,0,0
21,male,186,35,26,0,0,0,0,0,0
21,female,260,35,11,0,0,0,0,0,0
21,male,1135,34,22,0,0,0,0,0,0
23,male,284,35,20,0,2,0,2,0,0
23,male,136,35,24,0,0,0,0,0,0
23,male,386,34,17,0,0,0,0,0,0
22,male,1093,34,25,0,1,0,1,0,0
22,female,525,34,32,0,0,0,0,0,0
22,male,385,34,18,0,0,0,0,0,0
22,male,452,34,19,0,0,0,0,0,0
22,female,352,34,22,0,0,0,0,0,0
22,male,1277,35,19,0,0,0,0,0,0
22,male,726,35,29,0,0,0,0,0,0
22,female,402,34,16,0,0,0,0,0,0
22,male,373,34,27,0,0,0,0,0,0
22,male,188,35,29,0,1,0,1,0,0
22,male,449,34,13,0,1,0,0,0,1
24,male,230,34,31,0,0,0,0,0,0
23,male,179,35,17,0,6,0,0,0,6
23,male,465,35,27,0,3,0,3,0,0
23,male,184,35,23,0,0,0,0,0,0
23,female,103,34,17,0,1,0,1,0,0
23,male,473,35,13,0,2,0,0,0,2
23,male,472,34,19,0,1,0,0,0,1
23,female,943,34,27,0,20,0,17,0,3
23,male,158,35,16,0,0,0,0,0,0
23,male,387,35,22,0,0,0,0,0,0
23,male,162,34,22,0,0,0,0,0,0
23,male,462,34,19,0,2,0,0,0,2
23,male,123,35,32,0,5,0,1,0,4
25,male,1379,34,18,0,0,0,0,0,0
25,male,782,34,15,0,0,0,0,0,0
25,male,691,35,0,0,0,0,0,0,0
25,male,198,35,31,0,0,0,0,0,0
25,female,157,35,23,0,1,0,1,0,0
25,male,65,34,17,0,0,0,0,0,0
24,male,735,34,30,0,1,0,1,0,0
24,female,374,34,23,0,1,0,1,0,0
24,male,391,35,28,0,6,0,2,0,4
24,male,264,35,15,0,0,0,0,0,0
24,female,40,34,18,0,0,0,0,0,0
24,male,345,34,24,0,0,0,0,0,0
24,male,478,34,17,0,5,0,3,0,2
24,female,312,35,16,0,3,0,3,0,0
24,female,131,34,28,0,0,0,0,0,0
24,male,271,35,15,0,0,0,0,0,0
26,male,284,34,9,0,0,0,0,0,0
25,male,573,35,13,0,0,0,0,0,0
25,male,107,34,33,0,3,0,0,0,3
25,male,33,35,22,0,0,0,0,0,0
25,male,153,35,17,0,0,0,0,0,0
25,male,589,35,20,0,0,0,0,0,0
25,female,388,34,19,0,0,0,0,0,0
25,male,317,34,28,0,3,0,2,0,1
25,male,665,34,26,0,14,0,9,0,5
25,male,415,34,22,0,0,0,0,0,0
27,female,609,34,21,0,0,0,0,0,0
27,male,317,35,30,0,0,0,0,0,0
27,female,147,35,31,0,0,0,0,0,0
26,male,453,35,19,0,0,0,0,0,0
26,male,149,34,10,0,0,0,0,0,0
26,male,209,34,32,0,0,0,0,0,0
26,female,289,35,20,0,0,0,0,0,0
26,male,329,35,30,0,0,0,0,0,0
26,female,538,34,22,0,0,0,0,0,0
26,male,312,34,5,0,11,0,4,0,7
26,male,335,35,32,0,1,0,1,0,0
26,female,400,35,14,0,0,0,0,0,0
26,male,46,34,22,0,1,0,0,0,1
26,male,39,35,23,0,0,0,0,0,0
28,male,243,34,33,0,0,0,0,0,0
28,male,317,34,33,0,0,0,0,0,0
27,male,57,34,32,0,2,0,1,0,1
27,male,719,35,15,0,2,0,2,0,0
27,female,276,34,27,0,0,0,0,0,0
27,male,1138,34,8,0,0,0,0,0,0
27,male,307,34,29,0,0,0,0,0,0
27,female,243,34,15,0,0,0,0,0,0
27,male,530,34,7,0,3,0,1,0,2
27,male,420,34,32,0,0,0,0,0,0
27,female,453,34,20,0,0,0,0,0,0
28,male,526,35,26,0,0,0,0,0,0
28,male,40,35,31,0,0,0,0,0,0
28,male,546,34,10,0,17,0,11,0,6
28,male,286,34,27,0,0,0,0,0,0
28,male,246,35,33,0,1,0,0,0,1
28,male,331,34,22,0,0,0,0,0,0
28,male,504,35,5,0,0,0,0,0,0
28,male,378,34,19,0,39,0,14,0,25
28,male,275,35,29,0,0,0,0,0,0
28,male,28,34,34,0,0,0,0,0,0
28,male,631,35,31,0,0,0,0,0,0
28,male,274,35,11,0,0,0,0,0,0
28,male,297,35,28,0,0,0,0,0,0
28,male,1103,34,31,0,1,0,1,0,0
28,female,606,34,5,0,0,0,0,0,0
28,male,358,34,29,0,3,0,2,0,1
29,female,406,34,11,0,0,0,0,0,0
29,male,541,34,10,0,0,0,0,0,0
29,male,254,35,28,0,0,0,0,0,0
29,male,221,34,22,0,0,0,0,0,0
29,male,391,35,14,0,0,0,0,0,0
31,male,579,35,18,0,0,0,0,0,0
30,male,288,34,22,0,0,0,0,0,0
30,female,541,34,24,0,0,0,0,0,0
32,male,525,34,33,0,1,0,0,0,1
32,female,372,34,21,0,0,0,0,0,0
32,male,303,35,20,0,0,0,0,0,0
31,male,675,35,6,0,0,0,0,0,0
31,male,319,34,24,0,16,0,9,0,7
31,female,374,35,21,0,2,0,2,0,0
31,male,221,35,19,0,0,0,0,0,0
31,male,97,34,25,0,0,0,0,0,0
33,male,494,35,35,0,0,0,0,0,0
33,female,503,34,28,0,0,0,0,0,0
32,male,596,35,24,0,0,0,0,0,0
32,male,290,35,21,0,0,0,0,0,0
32,male,233,35,33,0,0,0,0,0,0
32,male,109,35,33,0,0,0,0,0,0
32,male,1158,34,24,0,0,0,0,0,0
32,male,882,34,24,0,3,0,1,0,2
32,male,674,34,21,0,0,0,0,0,0
34,male,509,34,18,0,1,0,1,0,0
33,male,493,35,27,0,0,0,0,0,0
33,female,552,34,19,0,0,0,0,0,0
33,male,399,34,15,0,1,0,0,0,1
33,female,309,35,20,0,0,0,0,0,0
33,male,475,34,19,0,0,0,0,0,0
33,male,368,35,19,0,0,0,0,0,0
33,female,237,35,27,0,1,0,1,0,0
34,male,580,35,11,0,0,0,0,0,0
34,male,498,34,5,0,2,0,2,0,0
34,male,571,34,31,0,0,0,0,0,0
34,male,178,35,28,0,0,0,0,0,0
34,female,295,34,12,0,0,0,0,0,0
36,male,481,34,19,0,0,0,0,0,0
35,male,251,35,20,0,0,0,0,0,0
35,male,369,35,18,0,0,0,0,0,0
35,male,704,34,29,0,0,0,0,0,0
35,male,160,34,26,0,0,0,0,0,0
35,male,74,34,31,0,0,0,0,0,0
37,female,116,35,25,0,0,0,0,0,0
36,male,536,34,29,0,0,0,0,0,0
37,male,455,35,16,0,23,0,12,0,11
37,male,504,35,17,0,0,0,0,0,0
37,male,220,35,21,0,10,0,6,0,4
38,male,457,34,13,0,2,0,0,0,2
38,female,202,35,27,0,0,0,0,0,0
38,female,83,34,33,0,3,0,2,0,1
38,male,763,34,19,0,0,0,0,0,0
38,male,516,35,17,0,0,0,0,0,0
38,male,488,34,24,0,0,0,0,0,0
39,male,355,34,21,0,0,0,0,0,0
39,female,317,34,33,0,0,0,0,0,0
39,female,431,34,20,0,0,0,0,0,0
39,male,338,34,15,0,4,0,1,0,3
40,male,125,35,35,0,0,0,0,0,0
40,male,383,34,27,0,0,0,0,0,0
41,male,251,34,8,0,2,0,1,0,1
41,female,155,34,15,0,0,0,0,0,0
41,male,603,34,30,0,0,0,0,0,0
42,male,293,34,9,0,0,0,0,0,0
42,male,675,34,26,0,5,0,3,0,2
42,male,879,35,14,0,0,0,0,0,0
42,female,144,35,28,0,2,0,1,0,1
42,male,43,35,30,0,0,0,0,0,0
42,male,169,35,14,0,0,0,0,0,0
42,male,369,34,25,0,7,0,5,0,2
44,male,429,35,19,0,1,0,0,0,1
43,male,600,34,34,0,0,0,0,0,0
43,male,659,34,19,0,0,0,0,0,0
43,female,381,35,30,0,2,0,2,0,0
43,female,444,34,12,0,0,0,0,0,0
44,male,616,34,21,0,2,0,2,0,0
44,male,382,34,27,0,0,0,0,0,0
44,male,573,35,25,0,4,0,3,0,1
44,male,254,35,32,0,0,0,0,0,0
44,female,84,35,26,0,0,0,0,0,0
44,male,498,35,13,0,0,0,0,0,0
45,male,105,35,7,0,0,0,0,0,0
45,male,259,34,30,0,4,0,4,0,0
45,female,206,34,32,0,0,0,0,0,0
46,female,297,35,22,0,0,0,0,0,0
48,male,429,34,30,0,0,0,0,0,0
47,male,328,35,29,0,9,0,5,0,4
47,male,350,34,29,0,7,0,2,0,5
48,female,412,34,21,0,0,0,0,0,0
48,female,311,35,30,0,0,0,0,0,0
48,male,500,35,12,0,0,0,0,0,0
48,female,1182,34,9,0,6,0,1,0,5
50,male,371,34,29,0,1,0,0,0,1
49,female,628,34,17,0,0,0,0,0,0
49,male,1067,35,21,0,3,0,1,0,2
50,male,997,34,12,0,0,0,0,0,0
50,male,406,34,7,0,0,0,0,0,0
52,male,1321,35,31,0,0,0,0,0,0
52,male,582,35,33,0,8,0,8,0,0
52,male,464,35,27,0,0,0,0,0,0
52,male,1178,34,8,0,0,0,0,0,0
52,male,278,35,18,0,0,0,0,0,0
52,male,632,35,23,0,0,0,0,0,0
53,male,1236,35,8,0,0,0,0,0,0
53,female,145,34,18,0,0,0,0,0,0
53,male,381,35,15,0,2,0,2,0,0
53,male,300,34,32,0,0,0,0,0,0
55,male,668,34,30,0,0,0,0,0,0
55,female,1223,35,11,0,3,0,2,0,1
54,male,971,34,15,0,4,0,4,0,0
56,female,395,35,15,0,1,0,1,0,0
55,female,538,35,6,0,0,0,0,0,0
55,male,702,34,11,0,0,0,0,0,0
57,male,416,35,21,0,0,0,0,0,0
57,female,501,34,20,0,0,0,0,0,0
56,male,266,34,17,0,0,0,0,0,0
56,male,167,35,29,0,0,0,0,0,0
58,female,304,35,18,0,2,0,0,0,2
57,female,1440,35,27,0,0,0,0,0,0
57,male,435,35,11,0,0,0,0,0,0
57,male,321,35,19,0,0,0,0,0,0
57,male,631,34,4,0,6,0,3,0,3
59,male,786,35,32,0,3,0,0,0,3
59,male,86,34,17,0,3,0,2,0,1
59,female,1490,35,11,0,1,0,1,0,0
58,male,1281,35,16,0,0,0,0,0,0
58,female,416,35,31,0,0,0,0,0,0
58,male,930,34,10,0,14,0,4,0,10
58,male,275,34,24,0,7,0,5,0,2
58,female,210,34,31,0,0,0,0,0,0
59,male,96,35,25,0,0,0,0,0,0
59,male,444,34,13,0,0,0,0,0,0
60,female,292,34,9,0,0,0,0,0,0
60,male,1675,35,21,0,0,0,0,0,0
60,female,1020,34,22,0,2,0,1,0,1
60,female,554,34,21,0,0,0,0,0,0
62,male,141,35,27,0,0,0,0,0,0
61,female,606,34,23,0,0,0,0,0,0
61,male,414,35,23,0,0,0,0,0,0
62,male,281,35,14,0,3,0,1,0,2
62,female,243,34,19,0,0,0,0,0,0
62,male,261,35,12,0,0,0,0,0,0
62,male,512,35,26,0,1,0,0,0,1
64,male,665,35,14,0,0,0,0,0,0
63,male,41,34,8,0,5,0,2,0,3
63,female,1492,34,16,0,5,0,2,0,3
65,female,1598,34,17,0,0,0,0,0,0
64,female,576,35,29,0,0,0,0,0,0
64,male,1245,35,16,0,3,0,0,0,3
64,male,946,34,16,0,0,0,0,0,0
64,male,1753,34,18,0,7,0,7,0,0
66,male,370,35,19,0,11,0,7,0,4
65,female,1235,34,25,0,0,0,0,0,0
65,male,152,34,18,0,53,0,33,0,20
65,female,1308,35,18,0,0,0,0,0,0
65,female,414,35,19,0,6,0,1,0,5
65,female,474,34,18,0,0,0,0,0,0
67,female,1014,34,7,0,0,0,0,0,0
67,male,183,35,32,0,4,0,4,0,0
67,male,1925,34,15,0,2,0,1,0,1
67,female,322,35,29,0,0,0,0,0,0
68,male,235,35,17,0,2,0,1,0,1
68,male,1144,34,25,0,0,0,0,0,0
71,male,1032,34,20,0,0,0,0,0,0
70,female,1524,35,19,0,1,0,0,0,1
71,female,179,34,29,0,9,0,2,0,7
72,female,109,35,25,0,0,0,0,0,0
73,male,1510,34,9,0,0,0,0,0,0
73,female,817,35,11,0,4,0,4,0,0
73,female,1515,35,16,0,0,0,0,0,0
73,male,1435,34,16,0,1,0,1,0,0
73,female,819,35,23,0,7,0,1,0,6
76,male,283,34,29,0,4,0,2,0,2
76,male,1023,34,22,0,13,0,10,0,3
78,male,1014,35,18,0,2,0,1,0,1
79,male,2239,35,12,0,0,0,0,0,0
83,female,615,35,16,0,1,0,1,0,0
86,male,277,34,31,0,6,0,6,0,0
92,female,1100,35,14,0,3,0,3,0,0
96,male,845,35,23,0,0,0,0,0,0
100,male,923,34,11,0,0,0,0,0,0
103,male,726,35,29,0,1,0,1,0,0
108,male,1117,35,22,0,0,0,0,0,0
108,male,857,34,15,0,0,0,0,0,0
108,male,983,35,34,0,0,0,0,0,0
112,male,1760,34,13,0,0,0,0,0,0
16,male,458,34,29,1,0,0,0,1,0
17,male,133,35,32,1,0,0,0,1,0
18,male,246,34,25,1,0,0,0,1,0
19,male,251,35,17,1,0,0,0,1,0
21,female,59,35,27,1,0,0,0,1,0
21,female,205,35,10,1,0,0,0,1,0
22,male,345,35,28,1,0,0,0,1,0
22,male,123,34,28,1,0,0,0,1,0
26,female,289,34,27,1,0,0,0,1,0
50,male,1846,35,10,1,0,0,0,1,0
54,female,318,35,17,1,0,0,0,1,0
55,female,588,35,25,1,0,0,0,1,0
61,male,351,34,23,1,0,0,0,1,0
63,female,1008,35,22,1,0,0,0,1,0
65,female,155,34,31,1,0,0,0,1,0
68,female,203,35,22,1,0,0,0,1,0
68,male,1797,35,17,1,0,0,0,1,0
69,male,747,35,22,1,0,0,0,1,0
72,female,1093,35,21,1,0,0,0,1,0
103,male,128,35,26,1,0,0,0,1,0
16,male,753,35,23,1,1,0,1,1,0
17,male,461,34,24,1,1,0,0,1,1
21,male,419,34,27,1,1,0,1,1,0
23,female,358,34,7,1,1,0,1,1,0
26,male,348,34,15,1,1,0,0,1,1
28,male,1021,34,10,1,1,0,1,1,0
31,male,152,34,15,1,1,0,1,1,0
48,female,360,35,8,1,1,0,0,1,1
54,female,1177,35,14,1,1,0,1,1,0
65,female,465,34,24,1,1,0,1,1,0
71,female,194,34,32,1,1,0,1,1,0
24,male,137,34,24,1,5,0,2,1,3
33,male,86,34,28,1,4,0,0,1,4
35,male,63,34,30,1,2,0,2,1,0
34,female,484,34,9,1,16,0,10,1,6
38,male,1041,35,23,1,2,0,1,1,1
39,female,255,35,11,1,3,0,0,1,3
40,female,279,34,22,1,2,0,2,1,0
45,male,822,35,26,1,39,0,24,1,15
50,male,405,35,23,1,2,0,1,1,1
50,female,949,35,26,1,3,0,1,1,2
52,female,302,34,17,1,16,0,3,1,13
54,female,205,35,20,1,6,0,3,1,3
55,female,462,34,7,1,18,0,10,1,8
58,male,119,35,32,1,2,0,1,1,1
59,male,992,35,14,1,7,0,0,1,7
61,male,1637,34,18,1,24,0,4,1,20
62,female,592,35,27,1,19,0,17,1,2
64,male,1336,35,7,1,6,0,2,1,4
70,female,1571,35,14,1,10,0,4,1,6
74,male,827,34,25,1,15,0,14,1,1
77,female,632,34,23,1,20,0,2,1,18
103,female,781,34,27,1,19,0,8,1,11
16,male,338,34,24,1,0,1,0,0,0
16,female,320,35,11,1,0,1,0,0,0
17,male,133,34,33,1,0,1,0,0,0
19,male,227,34,21,1,0,1,0,0,0
18,female,314,34,32,1,0,1,0,0,0
23,male,324,35,26,1,0,1,0,0,0
23,female,108,34,27,1,0,1,0,0,0
22,male,364,34,25,1,0,1,0,0,0
23,male,79,34,25,1,0,1,0,0,0
25,male,233,34,32,1,0,1,0,0,0
25,male,123,34,24,1,0,1,0,0,0
28,male,863,35,31,1,0,1,0,0,0
28,male,349,35,16,1,0,1,0,0,0
28,female,460,35,16,1,0,1,0,0,0
28,male,174,34,26,1,0,1,0,0,0
30,male,285,35,30,1,0,1,0,0,0
31,male,85,34,20,1,0,1,0,0,0
31,male,240,34,19,1,0,1,0,0,0
32,male,411,35,31,1,0,1,0,0,0
33,male,616,34,25,1,0,1,0,0,0
36,female,35,34,31,1,0,1,0,0,0
36,female,132,35,34,1,0,1,0,0,0
39,male,253,34,17,1,0,1,0,0,0
41,female,178,35,24,1,0,1,0,0,0
42,female,874,35,21,1,0,1,0,0,0
48,male,577,35,18,1,0,1,0,0,0
49,female,734,35,25,1,0,1,0,0,0
52,female,649,35,23,1,0,1,0,0,0
66,male,1743,34,26,1,0,1,0,0,0
67,male,433,34,29,1,0,1,0,0,0
67,male,1528,35,12,1,0,1,0,0,0
16,male,12,34,32,1,1,1,1,0,0
16,male,415,35,25,1,1,1,0,0,1
16,male,29,34,29,1,1,1,1,0,0
20,male,735,35,21,1,1,1,0,0,1
20,male,84,34,0,1,1,1,1,0,0
21,male,258,34,22,1,1,1,0,0,1
23,male,528,34,30,1,1,1,0,0,1
28,male,427,35,19,1,1,1,0,0,1
27,male,220,34,30,1,1,1,1,0,0
29,male,162,34,29,1,1,1,0,0,1
30,male,179,35,27,1,1,1,0,0,1
35,male,532,34,32,1,1,1,1,0,0
40,female,684,35,8,1,1,1,1,0,0
50,female,333,34,28,1,1,1,1,0,0
52,female,274,35,13,1,1,1,0,0,1
59,female,129,35,32,1,1,1,1,0,0
71,male,1391,35,7,1,1,1,1,0,0
15,female,261,35,7,1,5,1,5,0,0
17,female,516,35,14,1,5,1,1,0,4
20,male,81,34,16,1,2,1,1,0,1
21,male,543,35,16,1,6,1,6,0,0
21,male,326,35,17,1,2,1,2,0,0
25,male,58,34,16,1,5,1,5,0,0
27,male,388,34,25,1,3,1,1,0,2
29,female,445,35,7,1,3,1,3,0,0
30,male,687,35,13,1,20,1,20,0,0
34,female,102,35,29,1,10,1,9,0,1
35,female,383,34,11,1,5,1,3,0,2
35,male,375,34,31,1,14,1,12,0,2
35,male,46,35,32,1,5,1,5,0,0
36,male,344,35,24,1,54,1,49,0,5
38,male,158,35,23,1,7,1,7,0,0
40,male,321,34,16,1,2,1,2,0,0
40,male,100,34,33,1,7,1,2,0,5
41,male,696,34,23,1,9,1,5,0,4
41,male,587,34,25,1,54,1,32,0,22
42,male,374,35,13,1,19,1,9,0,10
45,female,311,34,27,1,6,1,5,0,1
48,male,1455,34,16,1,4,1,3,0,1
48,male,530,34,10,1,2,1,2,0,0
50,female,1029,35,16,1,2,1,2,0,0
53,male,190,35,2,1,5,1,5,0,0
53,female,537,34,9,1,6,1,1,0,5
57,female,10,34,28,1,6,1,3,0,3
58,female,321,35,11,1,4,1,3,0,1
101,male,977,35,25,1,12,1,6,0,6
17,male,407,34,27,2,0,0,0,2,0
29,male,725,35,25,2,0,0,0,2,0
44,male,886,35,27,2,0,0,0,2,0
55,male,302,34,32,2,0,0,0,2,0
101,male,1565,34,10,2,0,0,0,2,0
51,male,1253,35,16,2,1,0,1,2,0
58,female,301,34,29,2,1,0,1,2,0
61,female,724,35,20,2,1,0,0,2,1
65,female,285,35,19,2,1,0,1,2,0
28,male,614,34,16,2,2,0,0,2,2
56,male,440,35,28,2,2,0,0,2,2
57,male,1239,34,19,2,2,0,1,2,1
74,male,275,35,19,2,2,0,0,2,2
76,male,2289,34,16,2,2,0,0,2,2
22,male,761,35,32,2,8,0,1,2,7
23,female,361,34,29,2,6,0,4,2,2
40,male,363,35,27,2,3,0,1,2,2
47,male,222,34,27,2,6,0,0,2,6
62,male,827,34,23,2,9,0,2,2,7
70,female,420,34,27,2,4,0,1,2,3
78,male,372,34,14,2,3,0,0,2,3
28,female,339,35,34,2,0,1,0,1,0
53,male,438,35,5,2,39,1,32,1,7
17,female,176,34,20,2,0,2,0,0,0
19,female,58,34,25,2,0,2,0,0,0
20,male,214,34,19,2,0,2,0,0,0
27,male,419,34,7,2,0,2,0,0,0
29,male,254,35,28,2,0,2,0,0,0
30,male,741,35,27,2,0,2,0,0,0
30,female,332,35,23,2,0,2,0,0,0
30,male,289,35,21,2,0,2,0,0,0
30,female,344,34,17,2,0,2,0,0,0
34,female,820,35,8,2,0,2,0,0,0
39,male,228,34,28,2,0,2,0,0,0
41,female,15,34,1,2,0,2,0,0,0
