,index,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
1102,20207,2008534,55,3,1958,11,female,1185.0,24,20,7,16,0,13,7,3
1103,93733,1932934,80,3,1933,4,male,1615.0,706,205,315,290,315,184,0,106
1104,9995,1682780,60,27,1953,6,female,288.0,9,7,0,0,0,0,0,0
1105,48829,1933347,20,25,1993,6,male,175.0,81,59,22,30,22,22,0,8
1106,91809,1754294,16,18,1997,11,female,395.0,570,183,398,244,396,104,2,140
1107,25430,1943754,59,3,1954,1,male,163.0,32,24,0,0,0,0,0,0
1108,4155,1016679,32,4,1981,7,female,397.0,2,1,0,0,0,0,0,0
1109,63628,2033330,53,4,1960,3,female,568.0,138,104,10,11,6,3,4,8
1110,88810,1624788,97,6,1916,2,male,1477.0,413,236,226,30,114,17,112,13
1111,52987,1789625,63,27,1950,10,female,1473.0,92,20,114,51,114,47,0,4
1112,36779,2012855,37,3,1976,1,male,1081.0,52,10,2,1,2,1,0,0
1113,40132,1571936,15,3,1998,3,male,236.0,61,30,0,18,0,10,0,8
1114,76464,1461725,19,26,1994,9,female,362.0,229,152,8,7,8,5,0,2
1115,63882,1168282,25,1,1988,1,male,351.0,135,50,54,65,54,63,0,2
1116,51999,2149769,26,12,1987,12,male,295.0,89,84,68,15,68,10,0,5
1117,91885,1979780,32,13,1981,11,male,560.0,527,433,653,569,503,130,150,439
1118,13208,1412072,54,9,1959,1,male,53.0,14,8,12,1,6,1,6,0
1119,19275,2037325,58,4,1955,2,female,1535.0,23,18,10,3,10,1,0,2
1120,18549,1318461,28,27,1985,10,male,21.0,23,13,0,13,0,5,0,8
1121,37219,1408168,50,20,1963,9,female,2046.0,53,20,59,87,59,70,0,17
1122,51740,1301291,26,11,1987,5,female,22.0,88,85,12,28,12,25,0,3
1123,17766,2113793,26,1,1987,1,male,55.0,21,12,0,1,0,0,0,1
1124,58867,1867103,19,4,1994,9,male,40.0,115,48,61,66,53,48,8,18
1125,46,1842851,14,22,1999,4,male,258.0,0,0,0,0,0,0,0,0
1126,32759,1325896,18,2,1995,4,male,131.0,44,31,2,5,2,4,0,1
1127,57117,2114791,17,26,1996,3,female,168.0,105,86,587,19,587,17,0,2
1128,794,1818534,28,25,1985,12,male,24.0,0,0,0,0,0,0,0,0
1129,2897,1841016,42,15,1971,10,male,21.0,1,0,0,0,0,0,0,0
1130,41496,1332237,16,1,1997,7,male,62.0,64,58,2,3,2,3,0,0
1131,43157,1919902,65,15,1948,3,male,216.0,65,46,57,5,57,4,0,1
1132,28063,1710282,50,16,1963,1,male,133.0,36,28,14,84,13,41,1,43
1133,83600,1232041,17,23,1996,6,male,176.0,315,179,46,42,17,20,29,22
1134,4725,1043045,16,8,1997,7,male,19.0,2,1,7,9,7,9,0,0
1135,51488,1219972,63,17,1950,7,female,575.0,89,81,2,0,0,0,2,0
1136,97529,1608257,18,11,1995,1,male,427.0,1761,1375,312,658,220,307,92,351
1137,9761,1498537,33,26,1980,3,female,309.0,9,6,0,0,0,0,0,0
1138,23218,2077684,23,11,1990,3,female,215.0,30,18,0,2,0,1,0,1
1139,80291,2103239,20,15,1993,1,male,165.0,271,246,3,3,3,3,0,0
1140,94811,1048824,18,11,1995,3,male,963.0,729,419,485,328,485,309,0,19
1141,38321,1233897,67,22,1946,5,female,995.0,54,28,935,124,935,61,0,63
1142,29017,1158633,27,30,1986,9,male,353.0,38,35,11,6,0,5,11,1
1143,6070,2020752,43,9,1970,3,male,698.0,4,0,0,0,0,0,0,0
1144,89230,1885695,16,29,1997,12,male,320.0,472,412,2,10,0,7,2,3
1145,24088,1587661,26,20,1987,5,male,1033.0,29,22,18,4,18,1,0,3
1146,42153,2074313,23,18,1990,11,male,368.0,63,33,66,61,29,38,37,23
1147,66253,1256330,15,15,1998,6,male,392.0,152,86,0,9,0,4,0,5
1148,58312,1295975,60,17,1953,2,male,384.0,115,107,0,0,0,0,0,0
1149,81222,1980760,18,14,1995,5,female,269.0,285,253,1,1,1,1,0,0
1150,8649,1992164,24,21,1989,10,male,344.0,7,1,154,206,154,140,0,66
1151,12013,2074432,17,4,1996,11,male,685.0,12,3,11,4,0,3,11,1
1152,69678,1758443,99,4,1914,12,male,1047.0,171,85,24,4,24,4,0,0
1153,10607,1867677,33,1,1980,1,male,30.0,10,10,15,65,15,16,0,49
1154,15920,1309841,25,30,1988,12,male,162.0,18,15,2,1,1,1,1,0
1155,87325,1210157,14,10,1999,1,male,584.0,402,290,6,19,6,16,0,3
1156,58438,1273119,14,10,1999,2,male,226.0,112,69,2,54,2,51,0,3
1157,46380,1851680,25,17,1988,11,female,348.0,76,48,0,0,0,0,0,0
1158,89496,1729912,102,9,1911,5,male,1083.0,452,265,39,17,0,5,39,12
1159,51134,2127762,28,19,1985,8,female,324.0,86,43,149,112,126,56,23,56
1160,4176,1223476,33,5,1980,5,female,535.0,2,1,0,0,0,0,0,0
1161,80483,1308087,15,23,1998,9,female,91.0,273,178,16,0,16,0,0,0
1162,26537,2117463,23,30,1990,9,male,387.0,35,22,0,0,0,0,0,0
1163,2841,1465962,39,6,1974,3,female,426.0,1,1,0,0,0,0,0,0
1164,170,1338620,17,14,1996,3,male,13.0,0,0,0,0,0,0,0,0
1165,3208,2092794,21,14,1992,11,male,27.0,1,1,1,0,1,0,0,0
1166,40055,1837054,65,7,1948,2,female,510.0,59,39,242,56,13,18,229,38
1167,76826,1215135,18,11,1995,11,male,389.0,223,144,98,46,96,37,2,9
1168,84895,1111991,17,31,1996,5,male,361.0,328,221,340,131,340,111,0,20
1169,34076,1650024,66,21,1947,7,female,1790.0,46,18,16,11,16,7,0,4
1170,52030,1830112,60,28,1953,10,female,414.0,88,53,88,15,0,2,88,13
1171,74682,1422445,108,10,1905,9,male,1615.0,209,65,47,60,18,32,29,28
1172,69529,1152806,21,23,1992,11,male,148.0,171,122,7,111,7,73,0,38
1173,30470,1839755,39,15,1974,4,female,369.0,40,22,2,6,0,0,2,6
1174,98208,2042959,17,5,1996,1,female,159.0,2003,173,49,946,34,863,15,83
1175,92807,1687270,18,30,1995,5,female,1137.0,580,317,402,37,376,9,26,28
1176,48118,2117456,75,14,1938,7,male,319.0,77,58,131,19,0,16,131,3
1177,16415,2164403,25,1,1988,1,male,232.0,20,9,0,3,0,3,0,0
1178,55230,2055832,52,23,1961,5,female,174.0,100,66,926,276,926,85,0,191
1179,3742,1524162,37,3,1976,9,female,26.0,1,0,94,26,0,0,94,26
1180,78697,2033513,51,29,1962,10,male,391.0,250,220,56,20,0,7,56,13
1181,32876,1382684,101,11,1912,7,male,154.0,44,36,5,5,5,4,0,1
1182,95440,1234798,18,1,1995,4,female,159.0,909,373,117,206,82,178,35,28
1183,40563,1711566,14,26,1999,9,male,89.0,60,35,11,2,11,2,0,0
1184,11810,1242199,62,18,1951,2,female,647.0,12,12,1,8,0,7,1,1
1185,56743,2097104,23,15,1990,8,female,622.0,105,34,17,0,17,0,0,0
1186,39992,1323852,66,28,1947,2,female,2149.0,59,36,125,89,113,70,12,19
1187,39344,1819552,37,5,1976,12,male,246.0,58,31,0,2,0,2,0,0
1188,92273,1330625,62,2,1951,1,male,1111.0,612,375,14,26,0,5,14,21
1189,93310,2016539,23,4,1990,12,female,332.0,654,150,20,84,18,70,2,14
1190,54206,1469182,58,11,1955,8,female,2438.0,95,36,205,154,119,108,86,46
1191,50406,1148079,29,5,1984,3,female,709.0,87,6,0,0,0,0,0,0
1192,64986,2083777,20,20,1993,8,female,388.0,140,66,214,82,27,13,187,69
1193,57281,1933915,54,6,1959,12,female,660.0,109,44,0,1,0,1,0,0
1194,93323,2092948,108,24,1905,8,female,912.0,668,88,22,8,22,8,0,0
1195,78839,1648900,53,25,1960,12,female,1299.0,244,116,150,285,24,74,126,211
1196,52396,1421488,101,4,1912,4,male,800.0,92,55,0,0,0,0,0,0
1197,39875,1499178,65,22,1948,8,female,1577.0,59,34,41,66,29,27,12,39
1198,60539,1529971,48,20,1965,4,female,226.0,124,90,3,5,3,4,0,1
1199,58146,1696839,36,10,1977,1,male,164.0,108,68,644,277,644,236,0,41
1200,76880,1865484,39,12,1974,10,male,916.0,228,195,139,6,139,5,0,1
1201,13136,2127989,22,18,1991,7,male,183.0,14,12,8,2,7,2,1,0
1202,50557,1958851,65,11,1948,9,male,895.0,85,36,2,2,0,1,2,1
1203,40266,1633562,62,8,1951,9,male,1179.0,61,44,0,0,0,0,0,0
1204,89542,1231369,100,2,1913,10,female,1599.0,467,328,50,92,0,16,50,76
1205,96569,1815748,103,27,1910,1,female,1420.0,1005,477,296,324,13,194,283,130
1206,58474,2069865,14,10,1999,2,male,456.0,114,61,3,29,3,13,0,16
1207,13287,1533452,66,14,1947,10,male,25.0,14,12,18,1,18,1,0,0
1208,90794,1897370,25,22,1988,5,female,246.0,497,244,273,761,273,496,0,265
1209,68522,1344997,32,15,1981,6,male,223.0,163,62,7,0,3,0,4,0
1210,67634,1724452,23,5,1990,5,male,178.0,161,139,15,24,15,24,0,0
1211,15034,1595619,15,11,1998,7,female,157.0,17,12,5,1,0,0,5,1
1212,7647,2007845,32,28,1981,5,male,536.0,7,1,0,0,0,0,0,0
1213,94507,1407918,17,2,1996,5,female,560.0,802,499,105,149,40,50,65,99
1214,7788,1735403,44,29,1969,10,male,768.0,7,7,0,0,0,0,0,0
1215,32498,1930575,26,18,1987,4,female,336.0,45,26,0,0,0,0,0,0
1216,37920,1884331,67,27,1946,3,male,1615.0,55,41,16,5,14,1,2,4
1217,56958,1110766,75,6,1938,3,female,1552.0,106,44,98,8,0,4,98,4
1218,79717,1171043,16,7,1997,7,male,195.0,260,194,77,53,77,52,0,1
1219,5161,1702491,31,25,1982,3,female,353.0,3,1,0,0,0,0,0,0
1220,25695,1615865,50,5,1963,3,female,646.0,32,19,3,9,0,4,3,5
1221,96571,1317069,18,25,1995,10,female,85.0,1023,272,295,127,293,55,2,72
1222,10274,1724000,41,18,1972,12,female,52.0,10,5,2,0,2,0,0,0
1223,50971,2124741,31,9,1982,9,female,227.0,86,39,44,65,44,57,0,8
1224,7242,1117499,90,2,1923,11,,1960.0,5,4,33,12,2,0,31,12
1225,9274,1820599,56,15,1957,2,female,523.0,8,3,14,1,14,0,0,1
1226,75330,1668092,33,8,1980,5,female,802.0,214,96,3,5,1,5,2,0
1227,71105,1315054,108,31,1905,8,male,181.0,182,113,1179,619,23,508,1156,111
1228,50347,1384042,21,24,1992,4,male,351.0,86,64,0,3,0,3,0,0
1229,21087,1343119,49,20,1964,9,male,527.0,25,11,83,4,83,3,0,1
1230,85214,2107871,19,15,1994,7,female,193.0,338,164,1,24,1,16,0,8
1231,25091,1191733,59,28,1954,6,female,304.0,31,18,101,15,101,13,0,2
1232,63553,1222080,23,18,1990,12,male,322.0,138,83,6,48,0,27,6,21
1233,73850,1489661,63,19,1950,11,male,674.0,201,126,155,159,0,97,155,62
1234,5136,2153385,29,7,1984,5,female,223.0,3,3,0,0,0,0,0,0
1235,37247,1362652,24,11,1989,1,male,1431.0,52,45,82,29,47,14,35,15
1236,9899,1112214,47,5,1966,4,female,286.0,10,5,0,2,0,0,0,2
1237,8414,1465702,13,10,2000,3,male,205.0,6,5,9,1,9,1,0,0
1238,47762,1115129,33,17,1980,2,male,1194.0,78,32,4,13,0,10,4,3
1239,40627,1768239,51,7,1962,2,male,549.0,60,21,17,62,0,45,17,17
1240,51352,1719403,23,21,1990,3,female,173.0,90,38,0,25,0,0,0,25
1241,52845,1457717,43,4,1970,7,male,677.0,93,46,40,240,18,52,22,188
1242,17961,1593118,23,11,1990,10,male,330.0,21,10,2,0,0,0,2,0
1243,91925,1634779,22,14,1991,1,female,1387.0,521,149,867,869,576,659,291,210
1244,93448,1069734,21,10,1992,4,female,382.0,721,479,60,71,42,27,18,44
1245,70934,1725430,42,18,1971,7,female,1681.0,176,122,175,175,146,128,29,47
1246,88392,1108056,91,10,1922,4,male,1583.0,429,246,14,18,5,17,9,1
1247,57868,1167356,31,5,1982,1,male,250.0,110,92,56,79,40,47,16,32
1248,90323,1979784,23,22,1990,11,male,706.0,478,317,13,10,13,8,0,2
1249,41015,1927854,33,7,1980,4,female,1210.0,60,28,889,948,0,627,889,321
1250,35746,1170784,44,5,1969,5,male,401.0,51,8,1,3,1,2,0,1
1251,83048,1911959,30,4,1983,6,female,379.0,301,227,740,306,740,104,0,202
1252,34262,1297893,39,23,1974,3,male,305.0,47,17,61,42,61,32,0,10
1253,278,1462261,19,3,1994,4,male,4.0,0,0,0,0,0,0,0,0
1254,19529,1329537,39,1,1974,1,female,1608.0,23,18,37,27,37,7,0,20
1255,38041,1735453,42,29,1971,9,male,341.0,55,38,33,13,33,12,0,1
1256,66766,1846132,16,13,1997,2,female,268.0,153,48,32,127,27,66,5,61
1257,58548,1939423,17,6,1996,4,male,330.0,115,68,7,1,7,0,0,1
1258,41820,1865787,56,29,1957,10,male,321.0,62,4,14,3,14,2,0,1
1259,20581,1092882,26,1,1987,1,male,197.0,25,20,0,0,0,0,0,0
1260,36496,1811798,19,6,1994,8,male,163.0,52,42,0,0,0,0,0,0
1261,86894,1865175,15,13,1998,2,female,257.0,369,163,324,105,324,103,0,2
1262,25901,1776197,46,5,1967,9,female,342.0,32,10,8,16,8,12,0,4
1263,89143,1088153,19,9,1994,7,male,434.0,465,396,0,0,0,0,0,0
1264,59746,2141533,23,4,1990,6,female,474.0,116,42,18,37,18,24,0,13
1265,51137,1845631,28,11,1985,9,female,162.0,87,52,145,101,145,56,0,45
1266,82715,1853784,48,16,1965,9,female,734.0,296,105,79,285,79,252,0,33
1267,15211,1841792,24,9,1989,9,female,284.0,16,7,13,0,0,0,13,0
1268,47312,2132147,70,5,1943,8,male,588.0,76,50,170,32,0,8,170,24
1269,87835,1540427,67,9,1946,6,male,180.0,386,314,254,77,233,19,21,58
1270,48207,1130046,54,2,1959,6,female,1674.0,78,44,580,142,580,96,0,46
1271,79610,1141068,36,22,1977,12,male,401.0,258,194,39,5,38,4,1,1
1272,71300,1623543,21,3,1992,5,male,174.0,190,126,1,140,1,103,0,37
1273,92075,1951446,20,21,1993,3,female,1242.0,580,38,0,7,0,7,0,0
1274,80512,2123927,40,22,1973,10,male,542.0,269,129,18,47,18,39,0,8
1275,81804,2077463,31,7,1982,5,male,399.0,287,220,145,44,145,33,0,11
1276,36397,1337537,51,30,1962,5,female,211.0,51,33,311,70,311,18,0,52
1277,77260,1128777,21,5,1992,9,male,509.0,237,224,1,0,0,0,1,0
1278,69189,1789977,17,21,1996,4,male,26.0,163,147,1011,397,839,342,172,55
1279,39310,1882941,29,6,1984,12,male,259.0,58,42,0,1,0,0,0,1
1280,86029,1770846,19,17,1994,1,female,706.0,347,277,808,144,563,27,245,117
1281,32856,1788693,18,12,1995,1,male,343.0,45,28,5,0,0,0,5,0
1282,64977,1293947,34,28,1979,6,male,1020.0,144,111,195,52,195,44,0,8
1283,55126,1331457,55,23,1958,9,female,1011.0,100,84,202,21,202,12,0,9
1284,63643,2159524,31,17,1982,8,male,306.0,135,93,11,12,0,4,11,8
1285,26541,1635239,25,10,1988,11,male,1379.0,34,18,0,0,0,0,0,0
1286,3668,1942752,18,5,1995,5,female,235.0,1,1,31,2,19,1,12,1
1287,44985,1508797,45,1,1968,1,male,534.0,70,36,206,14,0,1,206,13
1288,61458,1039760,19,8,1994,12,male,610.0,129,88,4,2,0,1,4,1
1289,70717,1683434,35,3,1978,9,female,893.0,180,121,37,2,34,1,3,1
1290,69233,1100510,15,14,1998,5,male,555.0,174,135,0,0,0,0,0,0
1291,91703,1530344,18,14,1995,5,male,225.0,573,511,228,64,0,28,228,36
1292,39359,2169632,42,18,1971,10,male,603.0,59,38,0,0,0,0,0,0
1293,36999,1850781,51,1,1962,1,female,1744.0,52,23,10,23,10,22,0,1
1294,80374,2025518,17,27,1996,12,male,382.0,274,207,7,2,7,2,0,0
1295,3720,1972868,23,17,1990,2,female,125.0,1,0,63,4,0,0,63,4
1296,44986,1534787,47,18,1966,8,female,250.0,69,40,209,389,151,126,58,263
1297,32184,1360273,21,12,1992,11,female,232.0,42,29,63,2,62,2,1,0
1298,90332,2128053,15,6,1998,11,female,474.0,485,336,15,41,0,7,15,34
1299,9372,1870440,48,14,1965,8,female,520.0,8,3,100,2,0,0,100,2
1300,39420,1418251,103,1,1910,4,,1956.0,59,29,1,1,0,0,1,1
1301,92243,1199771,18,20,1995,1,male,382.0,576,433,10,19,4,12,6,7
1302,57335,1553574,17,10,1996,1,male,558.0,109,90,1,0,1,0,0,0
1303,61056,1083557,70,9,1943,4,female,379.0,121,99,282,50,282,39,0,11
1304,70884,1779230,26,20,1987,3,female,274.0,180,162,126,88,120,78,6,10
1305,35633,1933516,51,11,1962,7,male,56.0,50,9,0,0,0,0,0,0
1306,53343,2072510,76,27,1937,10,female,1537.0,94,40,0,0,0,0,0,0
1307,47679,1977234,14,1,1999,1,male,222.0,77,59,1,2,1,1,0,1
1308,93552,1656621,20,12,1993,4,male,170.0,641,544,105,229,105,187,0,42
1309,69306,1218349,26,24,1987,7,female,1000.0,174,91,0,0,0,0,0,0
1310,47375,2120719,69,15,1944,2,male,725.0,76,49,304,271,0,52,304,219
1311,52672,2017762,53,27,1960,5,female,955.0,92,30,10,38,0,8,10,30
1312,98766,1314118,51,11,1962,4,female,391.0,3279,1115,1383,1926,1265,637,118,1289
1313,27677,1090429,62,18,1951,3,male,163.0,35,12,1031,69,1027,24,4,45
1314,69551,1841361,17,17,1996,9,male,905.0,173,50,9,0,9,0,0,0
1315,23607,1198100,15,4,1998,8,male,89.0,30,25,1,1,1,1,0,0
1316,86313,2148137,16,26,1997,6,male,267.0,367,182,5,88,5,65,0,23
1317,21546,1967824,72,23,1941,5,female,1222.0,26,18,0,0,0,0,0,0
1318,55667,1641335,16,5,1997,7,female,284.0,102,88,7,10,7,3,0,7
1319,23059,1581849,52,13,1961,9,male,504.0,28,13,82,22,82,17,0,5
1320,43124,1787861,54,1,1959,9,male,113.0,65,62,43,78,43,22,0,56
1321,81067,1345565,81,22,1932,8,female,1416.0,271,185,1186,467,0,187,1186,280
1322,42566,1711703,29,27,1984,2,male,450.0,65,37,0,0,0,0,0,0
1323,88739,1337524,18,12,1995,10,male,52.0,410,398,145,111,72,41,73,70
1324,2667,2025336,32,8,1981,1,male,346.0,1,0,0,0,0,0,0,0
1325,19866,1727958,33,16,1980,1,male,403.0,24,17,0,1,0,1,0,0
1326,18491,1054036,25,3,1988,12,male,224.0,22,20,0,0,0,0,0,0
1327,96478,1264796,20,1,1993,12,male,268.0,1155,392,183,247,183,190,0,57
1328,51608,1278288,22,21,1991,9,male,588.0,90,22,5,2,1,1,4,1
1329,38081,2139543,15,26,1998,11,female,27.0,54,15,43,7,43,2,0,5
1330,92845,1102266,15,9,1998,3,female,116.0,581,325,506,324,282,120,224,204
1331,54914,1820858,56,22,1957,11,male,1203.0,99,45,36,70,35,23,1,47
1332,84402,1546603,18,6,1995,6,male,308.0,321,160,10,0,10,0,0,0
1333,90058,1959579,16,9,1997,1,female,1169.0,454,150,2375,946,1844,347,531,599
1334,67398,1043069,33,29,1980,9,male,391.0,162,120,1,0,1,0,0,0
1335,41179,1289698,26,8,1987,2,male,274.0,64,57,0,0,0,0,0,0
1336,28338,1563075,18,7,1995,2,female,274.0,38,13,0,2,0,0,0,2
1337,73408,1882669,57,5,1956,6,male,260.0,204,135,6,13,6,10,0,3
1338,74063,1308817,48,23,1965,9,female,939.0,200,128,1747,178,1336,96,411,82
1339,3466,2036718,38,4,1975,9,female,58.0,1,0,4,1,4,1,0,0
1340,63569,1857062,26,21,1987,8,female,163.0,135,103,6,61,6,49,0,12
1341,6795,1175027,43,29,1970,9,female,388.0,5,4,0,1,0,1,0,0
1342,89960,1652008,19,15,1994,2,male,478.0,441,175,642,184,642,145,0,39
1343,66877,2069903,14,10,1999,7,female,292.0,156,114,65,19,65,17,0,2
1344,88642,2103442,17,26,1996,8,female,639.0,415,146,85,131,60,85,25,46
1345,13984,1165014,41,4,1972,12,male,308.0,15,10,4,0,4,0,0,0
1346,69946,2120703,52,14,1961,3,male,979.0,174,125,172,157,155,135,17,22
1347,23657,1513127,47,27,1966,1,male,557.0,29,23,1,10,1,5,0,5
1348,6237,1620195,41,29,1972,3,male,7.0,4,4,1,0,1,0,0,0
1349,27145,1047323,18,1,1995,4,male,106.0,35,10,7,0,1,0,6,0
1350,55430,1074275,25,18,1988,9,male,506.0,101,55,1,8,0,7,1,1
1351,42376,1493381,24,30,1989,4,female,397.0,63,27,333,121,333,104,0,17
1352,41395,1650219,39,1,1974,4,male,732.0,64,46,1,0,1,0,0,0
1353,45649,1813058,23,27,1990,1,male,581.0,71,31,10,12,4,6,6,6
1354,49913,1848796,28,25,1985,10,male,482.0,82,60,28,6,26,5,2,1
1355,33402,1643705,63,1,1950,1,male,990.0,45,11,459,264,0,40,459,224
1356,95750,2034163,19,7,1994,3,male,620.0,983,827,576,102,576,101,0,1
1357,22211,1231588,57,20,1956,3,female,163.0,27,16,30,19,13,3,17,16
1358,32883,1979240,108,9,1905,9,female,1197.0,45,27,6,0,0,0,6,0
1359,18530,1829060,27,26,1986,3,male,139.0,22,8,0,7,0,6,0,1
1360,69470,1391999,16,23,1997,5,female,15.0,170,126,4,13,4,2,0,11
1361,68439,1264221,37,30,1976,4,female,726.0,165,53,3,27,3,7,0,20
1362,28510,2122836,40,12,1973,6,male,423.0,37,35,0,0,0,0,0,0
1363,45945,2013699,108,18,1905,3,male,1023.0,73,38,47,0,47,0,0,0
1364,5929,1357166,26,1,1987,1,female,369.0,4,2,0,0,0,0,0,0
1365,77254,1724083,103,19,1910,5,male,1181.0,236,145,0,24,0,11,0,13
1366,58653,1485118,22,14,1991,4,female,59.0,115,54,15,48,15,46,0,2
1367,66340,1943878,31,13,1982,1,male,498.0,152,114,0,0,0,0,0,0
1368,62337,1834643,43,5,1970,12,male,1170.0,130,84,0,0,0,0,0,0
1369,79694,1509330,100,2,1913,4,male,1485.0,253,142,65,59,40,46,25,13
1370,75385,1350686,25,26,1988,4,male,878.0,221,156,5,31,5,13,0,18
1371,4364,1030713,49,15,1964,8,male,513.0,2,2,0,0,0,0,0,0
1372,26003,1996337,23,15,1990,7,female,510.0,32,11,14,15,0,3,14,12
1373,59955,1669669,56,3,1957,12,male,432.0,119,67,67,86,67,73,0,13
1374,86229,1752222,20,8,1993,11,male,950.0,365,190,1,6,1,2,0,4
1375,38676,1493413,64,24,1949,11,male,660.0,57,49,4,3,4,3,0,0
1376,12583,1610969,53,29,1960,2,male,1645.0,13,3,0,1,0,0,0,1
1377,82438,1455022,16,17,1997,7,female,546.0,294,137,14,1,14,0,0,1
1378,92414,2121804,18,14,1995,6,female,463.0,595,343,40,185,40,167,0,18
1379,50370,1105237,25,24,1988,12,male,192.0,87,51,0,0,0,0,0,0
1380,72638,1758163,27,15,1986,1,male,758.0,195,129,26,3,26,3,0,0
1381,39154,1821504,53,18,1960,3,female,273.0,57,51,257,25,257,24,0,1
1382,78846,1572621,33,1,1980,1,female,492.0,250,31,155,49,155,26,0,23
1383,23111,1585767,61,14,1952,5,female,1017.0,28,16,331,59,164,38,167,21
1384,98655,1918548,89,20,1924,7,female,1536.0,2025,946,854,676,845,476,9,200
1385,84443,2181245,50,22,1963,5,female,1576.0,324,112,14,21,14,14,0,7
1386,5717,1013786,20,25,1993,5,male,1077.0,3,2,55,6,0,1,55,5
1387,12151,1226662,34,25,1979,1,female,310.0,12,8,237,5,237,3,0,2
1388,49124,1351842,28,16,1985,6,female,33.0,79,48,162,143,162,132,0,11
1389,88745,1692321,15,23,1998,4,male,267.0,435,353,151,163,92,40,59,123
1390,19737,1028092,19,3,1994,4,female,295.0,23,14,455,324,450,93,5,231
1391,2305,1297965,23,19,1990,4,female,728.0,1,1,0,0,0,0,0,0
1392,94802,1827518,19,4,1994,5,female,617.0,735,359,514,1409,482,869,32,540
1393,84099,1958196,22,10,1991,11,male,263.0,309,265,1612,1097,1612,1028,0,69
1394,11288,1980838,51,17,1962,3,male,425.0,11,2,5,1,5,1,0,0
1395,38950,1966335,24,18,1989,10,female,361.0,56,37,42,31,41,15,1,16
1396,31633,1001724,54,3,1959,1,male,16.0,42,16,2,8,0,0,2,8
1397,72084,1979429,49,6,1964,7,female,1835.0,184,83,602,601,436,377,166,224
1398,82916,2025548,35,21,1978,10,female,805.0,303,238,281,355,281,316,0,39
1399,70324,1549482,16,10,1997,4,male,124.0,178,40,1,1,1,1,0,0
1400,97181,1681314,18,10,1995,9,male,194.0,1345,1163,18,59,18,35,0,24
1401,16776,1396066,74,3,1939,12,female,536.0,20,10,1,14,0,8,1,6
1402,31243,1468018,33,29,1980,6,female,215.0,40,4,1707,199,1707,93,0,106
1403,94769,1587953,14,18,1999,4,female,280.0,831,215,430,228,22,133,408,95
1404,78169,1853602,18,5,1995,5,female,249.0,248,127,0,2,0,1,0,1
1405,26052,2097535,24,25,1989,2,male,759.0,33,31,18,10,18,7,0,3
1406,30224,1523094,29,28,1984,9,male,276.0,41,30,0,0,0,0,0,0
1407,3076,1144041,59,21,1954,10,male,714.0,1,0,0,0,0,0,0,0
1408,28209,1109859,59,20,1954,7,female,216.0,36,29,90,41,0,28,90,13
1409,77598,1777335,103,30,1910,11,female,521.0,239,111,27,457,27,425,0,32
1410,62473,1438681,18,20,1995,1,male,242.0,134,67,3,2,3,1,0,1
1411,1842,1463219,27,20,1986,10,male,0.0,0,0,3,1,3,1,0,0
1412,35686,1250066,70,20,1943,2,male,1152.0,51,24,1,1,0,1,1,0
1413,15069,2193371,37,23,1976,3,female,376.0,16,5,6,3,0,0,6,3
1414,24569,1933912,25,1,1988,1,male,106.0,31,29,0,0,0,0,0,0
1415,80434,1898589,36,19,1977,2,female,476.0,268,164,10,643,10,569,0,74
1416,15231,1484681,23,8,1990,9,male,408.0,16,13,14,3,0,1,14,2
1417,15641,1373715,23,2,1990,1,female,784.0,18,9,0,2,0,1,0,1
1418,19691,1905311,27,25,1986,10,male,159.0,22,11,166,0,166,0,0,0
1419,8473,1989587,26,20,1987,5,female,290.0,7,5,14,3,4,3,10,0
1420,1229,1016996,37,26,1976,1,male,819.0,0,0,0,0,0,0,0,0
1421,78981,2032056,45,12,1968,3,female,1137.0,242,121,434,317,213,77,221,240
1422,73556,1753424,24,16,1989,10,male,741.0,202,117,22,0,6,0,16,0
1423,88605,1066118,30,12,1983,7,male,620.0,421,164,70,12,68,11,2,1
1424,42093,1842351,64,2,1949,5,female,693.0,62,37,51,68,0,24,51,44
1425,30522,2006579,108,1,1905,1,female,12.0,40,17,2,15,2,12,0,3
1426,7863,1583550,53,13,1960,10,male,517.0,6,5,0,0,0,0,0,0
1427,38343,1947610,15,21,1998,10,male,377.0,57,44,0,1,0,1,0,0
1428,5411,1239086,68,23,1945,6,male,951.0,3,3,1,0,0,0,1,0
1429,87690,1570712,26,21,1987,8,male,575.0,396,311,109,27,109,27,0,0
1430,73216,1639068,27,25,1986,2,male,60.0,200,165,0,3,0,3,0,0
1431,71580,1552237,28,29,1985,12,male,667.0,186,87,20,4,15,4,5,0
1432,76403,1963855,62,20,1951,12,male,416.0,229,91,5,1,0,0,5,1
1433,14022,2010734,32,29,1981,3,male,7.0,15,14,6,3,6,3,0,0
1434,56616,1788253,35,5,1978,7,male,470.0,106,24,4,52,4,24,0,28
1435,26357,1636676,62,17,1951,8,male,93.0,32,28,127,65,127,33,0,32
1436,17469,1316272,23,1,1990,1,male,147.0,19,17,40,42,32,32,8,10
1437,19980,1771518,61,11,1952,4,male,166.0,24,21,1,1,0,0,1,1
1438,76738,1704691,53,21,1960,8,male,566.0,226,193,57,88,57,55,0,33
